hour,time_utc,month,source_year,local_hour,ghi,dni,dhi,t2m,rain_mm
6169,2023-09-15T01:00:00Z,9,2023,21,0.00,0.00,0.00,16.11,0.0
6170,2023-09-15T02:00:00Z,9,2023,22,0.00,0.00,0.00,15.60,0.0
6171,2023-09-15T03:00:00Z,9,2023,23,0.00,0.00,0.00,15.33,0.0
6172,2023-09-15T04:00:00Z,9,2023,0,0.00,0.00,0.00,14.86,0.0
6173,2023-09-15T05:00:00Z,9,2023,1,0.00,0.00,0.00,14.21,0.0
6174,2023-09-15T06:00:00Z,9,2023,2,0.00,0.00,0.00,13.71,0.0
6175,2023-09-15T07:00:00Z,9,2023,3,0.00,0.00,0.00,13.25,0.0
6176,2023-09-15T08:00:00Z,9,2023,4,0.00,0.00,0.00,12.78,0.0
6177,2023-09-15T09:00:00Z,9,2023,5,0.00,0.00,0.00,12.33,0.0
6178,2023-09-15T10:00:00Z,9,2023,6,6.05,0.00,6.48,12.02,0.0
6179,2023-09-15T11:00:00Z,9,2023,7,80.70,31.83,70.17,12.84,0.0
6180,2023-09-15T12:00:00Z,9,2023,8,203.18,22.72,173.95,14.47,0.0
6181,2023-09-15T13:00:00Z,9,2023,9,339.30,54.71,285.13,15.88,0.0
6182,2023-09-15T14:00:00Z,9,2023,10,484.92,231.61,374.70,16.93,0.0
6183,2023-09-15T15:00:00Z,9,2023,11,514.12,112.96,399.59,17.81,0.0
6184,2023-09-15T16:00:00Z,9,2023,12,692.50,516.60,363.62,18.61,0.0
6185,2023-09-15T17:00:00Z,9,2023,13,582.00,315.11,343.81,19.14,0.0
6186,2023-09-15T18:00:00Z,9,2023,14,542.38,253.69,417.71,19.26,0.0
6187,2023-09-15T19:00:00Z,9,2023,15,408.33,137.10,333.85,18.97,0.0
6188,2023-09-15T20:00:00Z,9,2023,16,251.75,43.57,207.35,18.38,0.0
6189,2023-09-15T21:00:00Z,9,2023,17,128.48,69.88,103.50,17.66,0.0
6190,2023-09-15T22:00:00Z,9,2023,18,21.12,23.11,20.84,16.96,0.0
6191,2023-09-15T23:00:00Z,9,2023,19,0.00,0.00,0.00,16.45,0.0
6192,2023-09-16T00:00:00Z,9,2023,20,0.00,0.00,0.00,16.31,0.0
6193,2023-09-16T01:00:00Z,9,2023,21,0.00,0.00,0.00,16.22,0.0
6194,2023-09-16T02:00:00Z,9,2023,22,0.00,0.00,0.00,16.01,0.0
6195,2023-09-16T03:00:00Z,9,2023,23,0.00,0.00,0.00,15.66,0.0
6196,2023-09-16T04:00:00Z,9,2023,0,0.00,0.00,0.00,15.08,0.0
6197,2023-09-16T05:00:00Z,9,2023,1,0.00,0.00,0.00,14.73,0.0
6198,2023-09-16T06:00:00Z,9,2023,2,0.00,0.00,0.00,14.63,0.0
6199,2023-09-16T07:00:00Z,9,2023,3,0.00,0.00,0.00,14.74,0.0
6200,2023-09-16T08:00:00Z,9,2023,4,0.00,0.00,0.00,15.01,0.8
6201,2023-09-16T09:00:00Z,9,2023,5,0.00,0.00,0.00,15.22,0.5
6202,2023-09-16T10:00:00Z,9,2023,6,3.00,0.00,3.21,15.36,0.3
6203,2023-09-16T11:00:00Z,9,2023,7,29.50,0.00,26.48,15.58,0.3
6204,2023-09-16T12:00:00Z,9,2023,8,86.38,0.00,74.45,15.92,0.0
6205,2023-09-16T13:00:00Z,9,2023,9,125.05,23.25,105.10,16.55,0.0
6206,2023-09-16T14:00:00Z,9,2023,10,142.23,35.33,112.48,16.89,0.0
6207,2023-09-16T15:00:00Z,9,2023,11,308.83,22.06,257.62,17.37,0.0
6208,2023-09-16T16:00:00Z,9,2023,12,368.08,8.42,301.26,18.26,0.0
6209,2023-09-16T17:00:00Z,9,2023,13,383.10,7.61,314.93,19.17,0.0
6210,2023-09-16T18:00:00Z,9,2023,14,361.70,13.73,302.05,19.89,0.0
6211,2023-09-16T19:00:00Z,9,2023,15,313.92,99.28,230.15,20.37,0.0
6212,2023-09-16T20:00:00Z,9,2023,16,226.70,56.25,184.69,20.45,0.0
6213,2023-09-16T21:00:00Z,9,2023,17,114.57,27.48,94.85,20.01,0.0
6214,2023-09-16T22:00:00Z,9,2023,18,23.02,14.37,24.26,19.07,0.0
6215,2023-09-16T23:00:00Z,9,2023,19,0.00,0.00,0.00,18.09,0.0
6216,2023-09-17T00:00:00Z,9,2023,20,0.00,0.00,0.00,17.46,0.0
6217,2023-09-17T01:00:00Z,9,2023,21,0.00,0.00,0.00,16.96,0.0
6218,2023-09-17T02:00:00Z,9,2023,22,0.00,0.00,0.00,16.49,0.0
6219,2023-09-17T03:00:00Z,9,2023,23,0.00,0.00,0.00,16.04,0.0
6220,2023-09-17T04:00:00Z,9,2023,0,0.00,0.00,0.00,15.53,0.0
6221,2023-09-17T05:00:00Z,9,2023,1,0.00,0.00,0.00,14.77,0.0
6222,2023-09-17T06:00:00Z,9,2023,2,0.00,0.00,0.00,13.87,0.0
6223,2023-09-17T07:00:00Z,9,2023,3,0.00,0.00,0.00,13.23,0.0
6224,2023-09-17T08:00:00Z,9,2023,4,0.00,0.00,0.00,12.63,0.0
6225,2023-09-17T09:00:00Z,9,2023,5,0.00,0.00,0.00,12.14,0.0
6226,2023-09-17T10:00:00Z,9,2023,6,8.77,51.68,7.88,11.78,0.0
6227,2023-09-17T11:00:00Z,9,2023,7,139.75,515.55,40.61,12.52,0.0
6228,2023-09-17T12:00:00Z,9,2023,8,332.25,738.44,64.14,14.75,0.0
6229,2023-09-17T13:00:00Z,9,2023,9,511.05,847.66,76.06,18.22,0.0
6230,2023-09-17T14:00:00Z,9,2023,10,654.33,893.08,84.25,20.61,0.0
6231,2023-09-17T15:00:00Z,9,2023,11,750.50,918.35,88.76,21.92,0.0
6232,2023-09-17T16:00:00Z,9,2023,12,792.28,944.68,84.73,22.85,0.0
6233,2023-09-17T17:00:00Z,9,2023,13,769.58,945.05,83.00,23.44,0.0
6234,2023-09-17T18:00:00Z,9,2023,14,692.78,915.78,78.13,23.69,0.0
6235,2023-09-17T19:00:00Z,9,2023,15,535.12,715.93,131.57,23.55,0.0
6236,2023-09-17T20:00:00Z,9,2023,16,355.25,497.92,143.28,23.07,0.0
6237,2023-09-17T21:00:00Z,9,2023,17,167.88,309.47,96.06,21.86,0.0
6238,2023-09-17T22:00:00Z,9,2023,18,23.00,58.16,22.68,18.75,0.0
6239,2023-09-17T23:00:00Z,9,2023,19,0.00,0.00,0.00,16.95,0.0
6240,2023-09-18T00:00:00Z,9,2023,20,0.00,0.00,0.00,16.55,0.0
6241,2023-09-18T01:00:00Z,9,2023,21,0.00,0.00,0.00,16.43,0.0
6242,2023-09-18T02:00:00Z,9,2023,22,0.00,0.00,0.00,15.93,0.0
6243,2023-09-18T03:00:00Z,9,2023,23,0.00,0.00,0.00,15.47,0.0
6244,2023-09-18T04:00:00Z,9,2023,0,0.00,0.00,0.00,15.42,0.0
6245,2023-09-18T05:00:00Z,9,2023,1,0.00,0.00,0.00,15.36,0.0
6246,2023-09-18T06:00:00Z,9,2023,2,0.00,0.00,0.00,15.48,0.0
6247,2023-09-18T07:00:00Z,9,2023,3,0.00,0.00,0.00,15.38,0.0
6248,2023-09-18T08:00:00Z,9,2023,4,0.00,0.00,0.00,15.21,0.0
6249,2023-09-18T09:00:00Z,9,2023,5,0.00,0.00,0.00,15.29,0.3
6250,2023-09-18T10:00:00Z,9,2023,6,2.88,0.00,3.29,15.23,0.5
6251,2023-09-18T11:00:00Z,9,2023,7,26.48,0.00,23.76,16.16,1.3
6252,2023-09-18T12:00:00Z,9,2023,8,67.75,0.00,58.40,17.10,1.8
6253,2023-09-18T13:00:00Z,9,2023,9,105.15,0.00,91.20,18.20,4.6
6254,2023-09-18T14:00:00Z,9,2023,10,107.53,19.25,86.56,19.58,0.5
6255,2023-09-18T15:00:00Z,9,2023,11,101.82,17.85,83.25,19.89,0.5
6256,2023-09-18T16:00:00Z,9,2023,12,117.78,11.35,94.48,19.76,2.3
6257,2023-09-18T17:00:00Z,9,2023,13,104.12,6.23,84.49,19.84,2.8
6258,2023-09-18T18:00:00Z,9,2023,14,90.00,36.90,66.21,19.62,1.8
6259,2023-09-18T19:00:00Z,9,2023,15,61.20,4.18,52.55,19.45,1.3
6260,2023-09-18T20:00:00Z,9,2023,16,96.85,0.00,83.57,19.09,2.0
6261,2023-09-18T21:00:00Z,9,2023,17,60.30,0.00,52.79,18.64,2.3
6262,2023-09-18T22:00:00Z,9,2023,18,9.75,0.00,9.92,18.18,3.3
6263,2023-09-18T23:00:00Z,9,2023,19,0.00,0.00,0.00,17.81,1.8
6264,2023-09-19T00:00:00Z,9,2023,20,0.00,0.00,0.00,17.55,6.1
6265,2023-09-19T01:00:00Z,9,2023,21,0.00,0.00,0.00,17.33,3.0
6266,2023-09-19T02:00:00Z,9,2023,22,0.00,0.00,0.00,17.18,1.3
6267,2023-09-19T03:00:00Z,9,2023,23,0.00,0.00,0.00,17.12,0.8
6268,2023-09-19T04:00:00Z,9,2023,0,0.00,0.00,0.00,17.02,0.5
6269,2023-09-19T05:00:00Z,9,2023,1,0.00,0.00,0.00,16.76,0.0
6270,2023-09-19T06:00:00Z,9,2023,2,0.00,0.00,0.00,16.33,0.0
6271,2023-09-19T07:00:00Z,9,2023,3,0.00,0.00,0.00,15.83,0.0
6272,2023-09-19T08:00:00Z,9,2023,4,0.00,0.00,0.00,15.29,0.0
6273,2023-09-19T09:00:00Z,9,2023,5,0.00,0.00,0.00,14.83,0.0
6274,2023-09-19T10:00:00Z,9,2023,6,6.15,11.03,8.34,14.50,0.0
6275,2023-09-19T11:00:00Z,9,2023,7,111.68,295.21,57.60,14.79,0.0
6276,2023-09-19T12:00:00Z,9,2023,8,291.05,545.86,93.02,16.04,0.0
6277,2023-09-19T13:00:00Z,9,2023,9,474.08,711.16,108.34,17.87,0.0
6278,2023-09-19T14:00:00Z,9,2023,10,547.88,580.65,187.07,19.60,0.0
6279,2023-09-19T15:00:00Z,9,2023,11,577.65,436.49,275.77,20.69,0.0
6280,2023-09-19T16:00:00Z,9,2023,12,593.55,454.66,266.89,21.37,0.0
6281,2023-09-19T17:00:00Z,9,2023,13,538.50,572.97,156.59,21.72,0.0
6282,2023-09-19T18:00:00Z,9,2023,14,551.45,447.25,243.21,21.74,0.0
6283,2023-09-19T19:00:00Z,9,2023,15,400.45,373.25,211.12,21.45,0.0
6284,2023-09-19T20:00:00Z,9,2023,16,265.77,345.02,130.00,20.78,0.0
6285,2023-09-19T21:00:00Z,9,2023,17,130.12,257.07,68.91,19.82,0.0
6286,2023-09-19T22:00:00Z,9,2023,18,20.23,68.23,18.45,18.43,0.0
6287,2023-09-19T23:00:00Z,9,2023,19,0.00,0.00,0.00,17.32,0.0
6288,2023-09-20T00:00:00Z,9,2023,20,0.00,0.00,0.00,16.76,0.0
6289,2023-09-20T01:00:00Z,9,2023,21,0.00,0.00,0.00,16.28,0.0
6290,2023-09-20T02:00:00Z,9,2023,22,0.00,0.00,0.00,15.71,0.0
6291,2023-09-20T03:00:00Z,9,2023,23,0.00,0.00,0.00,14.84,0.0
6292,2023-09-20T04:00:00Z,9,2023,0,0.00,0.00,0.00,14.32,0.0
6293,2023-09-20T05:00:00Z,9,2023,1,0.00,0.00,0.00,13.95,0.0
6294,2023-09-20T06:00:00Z,9,2023,2,0.00,0.00,0.00,13.59,0.0
6295,2023-09-20T07:00:00Z,9,2023,3,0.00,0.00,0.00,13.21,0.0
6296,2023-09-20T08:00:00Z,9,2023,4,0.00,0.00,0.00,12.83,0.0
6297,2023-09-20T09:00:00Z,9,2023,5,0.00,0.00,0.00,12.39,0.0
6298,2023-09-20T10:00:00Z,9,2023,6,6.35,37.75,7.50,12.08,0.0
6299,2023-09-20T11:00:00Z,9,2023,7,124.88,462.41,44.43,12.87,0.0
6300,2023-09-20T12:00:00Z,9,2023,8,312.70,693.68,67.27,15.13,0.0
6301,2023-09-20T13:00:00Z,9,2023,9,491.33,816.68,77.54,17.58,0.0
6302,2023-09-20T14:00:00Z,9,2023,10,636.50,874.72,86.03,19.19,0.0
6303,2023-09-20T15:00:00Z,9,2023,11,729.17,885.35,100.07,20.31,0.0
6304,2023-09-20T16:00:00Z,9,2023,12,770.12,910.48,93.28,21.15,0.0
6305,2023-09-20T17:00:00Z,9,2023,13,747.85,901.85,97.52,21.67,0.0
6306,2023-09-20T18:00:00Z,9,2023,14,638.42,836.11,91.08,21.86,0.0
6307,2023-09-20T19:00:00Z,9,2023,15,524.00,758.31,122.51,21.69,0.0
6308,2023-09-20T20:00:00Z,9,2023,16,357.92,632.46,99.62,21.16,0.0
6309,2023-09-20T21:00:00Z,9,2023,17,172.75,471.88,65.47,20.04,0.0
6310,2023-09-20T22:00:00Z,9,2023,18,22.45,102.71,17.26,16.92,0.0
6311,2023-09-20T23:00:00Z,9,2023,19,0.00,0.00,0.00,14.98,0.0
6312,2023-09-21T00:00:00Z,9,2023,20,0.00,0.00,0.00,14.54,0.0
6313,2023-09-21T01:00:00Z,9,2023,21,0.00,0.00,0.00,14.06,0.0
6314,2023-09-21T02:00:00Z,9,2023,22,0.00,0.00,0.00,13.53,0.0
6315,2023-09-21T03:00:00Z,9,2023,23,0.00,0.00,0.00,13.00,0.0
6316,2023-09-21T04:00:00Z,9,2023,0,0.00,0.00,0.00,12.53,0.0
6317,2023-09-21T05:00:00Z,9,2023,1,0.00,0.00,0.00,12.02,0.0
6318,2023-09-21T06:00:00Z,9,2023,2,0.00,0.00,0.00,11.50,0.0
6319,2023-09-21T07:00:00Z,9,2023,3,0.00,0.00,0.00,10.98,0.0
6320,2023-09-21T08:00:00Z,9,2023,4,0.00,0.00,0.00,10.66,0.0
6321,2023-09-21T09:00:00Z,9,2023,5,0.00,0.00,0.00,10.25,0.0
6322,2023-09-21T10:00:00Z,9,2023,6,5.65,25.05,7.28,9.83,0.0
6323,2023-09-21T11:00:00Z,9,2023,7,117.47,380.03,50.52,11.21,0.0
6324,2023-09-21T12:00:00Z,9,2023,8,303.23,655.51,77.61,13.57,0.0
6325,2023-09-21T13:00:00Z,9,2023,9,480.85,760.50,94.29,16.87,0.0
6326,2023-09-21T14:00:00Z,9,2023,10,623.40,818.30,105.43,18.94,0.0
6327,2023-09-21T15:00:00Z,9,2023,11,714.38,835.11,114.69,20.26,0.0
6328,2023-09-21T16:00:00Z,9,2023,12,750.05,835.61,126.26,21.19,0.0
6329,2023-09-21T17:00:00Z,9,2023,13,707.30,745.47,161.90,21.81,0.0
6330,2023-09-21T18:00:00Z,9,2023,14,603.33,719.86,135.02,22.05,0.0
6331,2023-09-21T19:00:00Z,9,2023,15,466.55,545.27,174.48,21.96,0.0
6332,2023-09-21T20:00:00Z,9,2023,16,312.85,453.33,139.94,21.52,0.0
6333,2023-09-21T21:00:00Z,9,2023,17,147.62,304.41,76.63,21.73,0.0
6334,2023-09-21T22:00:00Z,9,2023,18,17.75,43.66,17.09,19.63,0.0
6335,2023-09-21T23:00:00Z,9,2023,19,0.00,0.00,0.00,18.12,0.0
6336,2023-09-22T00:00:00Z,9,2023,20,0.00,0.00,0.00,17.62,0.0
6337,2023-09-22T01:00:00Z,9,2023,21,0.00,0.00,0.00,17.21,0.0
6338,2023-09-22T02:00:00Z,9,2023,22,0.00,0.00,0.00,16.33,0.0
6339,2023-09-22T03:00:00Z,9,2023,23,0.00,0.00,0.00,15.47,0.0
6340,2023-09-22T04:00:00Z,9,2023,0,0.00,0.00,0.00,14.84,0.0
6341,2023-09-22T05:00:00Z,9,2023,1,0.00,0.00,0.00,13.98,0.0
6342,2023-09-22T06:00:00Z,9,2023,2,0.00,0.00,0.00,13.07,0.0
6343,2023-09-22T07:00:00Z,9,2023,3,0.00,0.00,0.00,12.69,0.0
6344,2023-09-22T08:00:00Z,9,2023,4,0.00,0.00,0.00,12.63,0.0
6345,2023-09-22T09:00:00Z,9,2023,5,0.00,0.00,0.00,12.73,0.0
6346,2023-09-22T10:00:00Z,9,2023,6,4.22,3.31,6.42,12.38,0.0
6347,2023-09-22T11:00:00Z,9,2023,7,85.93,159.71,57.72,14.31,0.0
6348,2023-09-22T12:00:00Z,9,2023,8,216.70,306.24,109.04,16.65,0.0
6349,2023-09-22T13:00:00Z,9,2023,9,344.95,357.68,162.54,18.37,0.0
6350,2023-09-22T14:00:00Z,9,2023,10,465.38,436.17,193.23,19.51,0.0
6351,2023-09-22T15:00:00Z,9,2023,11,527.53,399.84,383.55,20.23,0.0
6352,2023-09-22T16:00:00Z,9,2023,12,556.85,281.82,410.98,20.57,0.0
6353,2023-09-22T17:00:00Z,9,2023,13,530.58,314.83,393.11,20.56,0.0
6354,2023-09-22T18:00:00Z,9,2023,14,485.77,768.06,295.03,20.33,0.0
6355,2023-09-22T19:00:00Z,9,2023,15,405.17,567.65,268.86,19.82,0.0
6356,2023-09-22T20:00:00Z,9,2023,16,260.08,163.24,201.06,18.90,0.0
6357,2023-09-22T21:00:00Z,9,2023,17,121.62,78.59,100.98,17.46,0.0
6358,2023-09-22T22:00:00Z,9,2023,18,13.60,2.48,15.78,14.70,0.0
6359,2023-09-22T23:00:00Z,9,2023,19,0.00,0.00,0.00,12.91,0.0
6360,2023-09-23T00:00:00Z,9,2023,20,0.00,0.00,0.00,12.49,0.0
6361,2023-09-23T01:00:00Z,9,2023,21,0.00,0.00,0.00,12.09,0.0
6362,2023-09-23T02:00:00Z,9,2023,22,0.00,0.00,0.00,11.78,0.0
6363,2023-09-23T03:00:00Z,9,2023,23,0.00,0.00,0.00,11.62,0.0
6364,2023-09-23T04:00:00Z,9,2023,0,0.00,0.00,0.00,11.46,0.0
6365,2023-09-23T05:00:00Z,9,2023,1,0.00,0.00,0.00,11.51,0.0
6366,2023-09-23T06:00:00Z,9,2023,2,0.00,0.00,0.00,11.51,0.0
6367,2023-09-23T07:00:00Z,9,2023,3,0.00,0.00,0.00,11.64,0.0
6368,2023-09-23T08:00:00Z,9,2023,4,0.00,0.00,0.00,11.88,0.0
6369,2023-09-23T09:00:00Z,9,2023,5,0.00,0.00,0.00,11.99,0.0
6370,2023-09-23T10:00:00Z,9,2023,6,3.05,0.00,3.49,11.91,0.0
6371,2023-09-23T11:00:00Z,9,2023,7,46.78,0.00,41.26,12.45,0.0
6372,2023-09-23T12:00:00Z,9,2023,8,114.93,0.00,98.15,13.68,0.0
6373,2023-09-23T13:00:00Z,9,2023,9,174.62,0.00,145.03,14.53,0.0
6374,2023-09-23T14:00:00Z,9,2023,10,138.82,40.57,101.93,15.22,0.0
6375,2023-09-23T15:00:00Z,9,2023,11,162.65,51.92,115.98,15.61,0.0
6376,2023-09-23T16:00:00Z,9,2023,12,158.55,41.98,113.70,15.78,0.0
6377,2023-09-23T17:00:00Z,9,2023,13,250.95,0.00,209.10,15.71,0.0
6378,2023-09-23T18:00:00Z,9,2023,14,132.77,40.81,98.31,15.52,0.0
6379,2023-09-23T19:00:00Z,9,2023,15,120.15,0.00,104.61,15.27,0.3
6380,2023-09-23T20:00:00Z,9,2023,16,134.45,0.00,117.72,14.99,0.5
6381,2023-09-23T21:00:00Z,9,2023,17,63.45,0.00,55.96,14.69,0.5
6382,2023-09-23T22:00:00Z,9,2023,18,6.88,0.00,7.22,14.42,0.5
6383,2023-09-23T23:00:00Z,9,2023,19,0.00,0.00,0.00,14.31,0.0
6384,2023-09-24T00:00:00Z,9,2023,20,0.00,0.00,0.00,14.27,0.5
6385,2023-09-24T01:00:00Z,9,2023,21,0.00,0.00,0.00,14.23,0.0
6386,2023-09-24T02:00:00Z,9,2023,22,0.00,0.00,0.00,14.21,0.0
6387,2023-09-24T03:00:00Z,9,2023,23,0.00,0.00,0.00,14.22,0.0
6388,2023-09-24T04:00:00Z,9,2023,0,0.00,0.00,0.00,14.24,0.8
6389,2023-09-24T05:00:00Z,9,2023,1,0.00,0.00,0.00,14.26,0.0
6390,2023-09-24T06:00:00Z,9,2023,2,0.00,0.00,0.00,14.26,0.0
6391,2023-09-24T07:00:00Z,9,2023,3,0.00,0.00,0.00,14.20,0.0
6392,2023-09-24T08:00:00Z,9,2023,4,0.00,0.00,0.00,14.12,0.0
6393,2023-09-24T09:00:00Z,9,2023,5,0.00,0.00,0.00,14.01,0.0
6394,2023-09-24T10:00:00Z,9,2023,6,1.45,0.00,1.66,13.90,0.0
6395,2023-09-24T11:00:00Z,9,2023,7,23.85,0.00,20.90,14.09,0.0
6396,2023-09-24T12:00:00Z,9,2023,8,62.12,0.00,53.09,14.62,0.0
6397,2023-09-24T13:00:00Z,9,2023,9,87.55,9.08,71.24,15.27,0.0
6398,2023-09-24T14:00:00Z,9,2023,10,118.72,21.05,98.32,16.01,0.0
6399,2023-09-24T15:00:00Z,9,2023,11,170.45,31.20,133.54,16.71,0.0
6400,2023-09-24T16:00:00Z,9,2023,12,161.93,67.70,111.83,17.28,0.0
6401,2023-09-24T17:00:00Z,9,2023,13,251.80,35.75,195.72,17.64,0.3
6402,2023-09-24T18:00:00Z,9,2023,14,151.50,35.35,120.29,17.57,0.0
6403,2023-09-24T19:00:00Z,9,2023,15,79.90,19.86,67.11,17.19,3.6
6404,2023-09-24T20:00:00Z,9,2023,16,48.50,13.05,40.87,16.42,3.8
6405,2023-09-24T21:00:00Z,9,2023,17,18.73,10.51,16.09,15.62,0.3
6406,2023-09-24T22:00:00Z,9,2023,18,2.88,0.00,3.02,15.02,0.0
6407,2023-09-24T23:00:00Z,9,2023,19,0.00,0.00,0.00,14.72,0.0
6408,2023-09-25T00:00:00Z,9,2023,20,0.00,0.00,0.00,14.59,0.0
6409,2023-09-25T01:00:00Z,9,2023,21,0.00,0.00,0.00,14.56,0.0
6410,2023-09-25T02:00:00Z,9,2023,22,0.00,0.00,0.00,14.59,0.0
6411,2023-09-25T03:00:00Z,9,2023,23,0.00,0.00,0.00,14.66,0.0
6412,2023-09-25T04:00:00Z,9,2023,0,0.00,0.00,0.00,14.72,0.0
6413,2023-09-25T05:00:00Z,9,2023,1,0.00,0.00,0.00,14.77,0.0
6414,2023-09-25T06:00:00Z,9,2023,2,0.00,0.00,0.00,14.72,0.0
6415,2023-09-25T07:00:00Z,9,2023,3,0.00,0.00,0.00,14.66,0.0
6416,2023-09-25T08:00:00Z,9,2023,4,0.00,0.00,0.00,14.56,0.0
6417,2023-09-25T09:00:00Z,9,2023,5,0.00,0.00,0.00,14.44,0.0
6418,2023-09-25T10:00:00Z,9,2023,6,0.00,0.00,0.00,14.28,0.0
6419,2023-09-25T11:00:00Z,9,2023,7,14.73,0.00,12.99,14.21,0.0
6420,2023-09-25T12:00:00Z,9,2023,8,42.17,0.00,36.04,14.42,0.0
6421,2023-09-25T13:00:00Z,9,2023,9,69.55,0.39,57.70,14.81,0.3
6422,2023-09-25T14:00:00Z,9,2023,10,76.90,18.77,62.92,15.30,0.0
6423,2023-09-25T15:00:00Z,9,2023,11,170.60,19.74,135.94,15.82,0.0
6424,2023-09-25T16:00:00Z,9,2023,12,199.32,30.09,155.70,16.25,0.0
6425,2023-09-25T17:00:00Z,9,2023,13,217.73,2.69,182.33,16.41,0.0
6426,2023-09-25T18:00:00Z,9,2023,14,94.62,4.38,79.26,16.24,0.3
6427,2023-09-25T19:00:00Z,9,2023,15,97.30,1.26,84.09,15.85,0.0
6428,2023-09-25T20:00:00Z,9,2023,16,62.92,2.63,54.37,15.31,0.8
6429,2023-09-25T21:00:00Z,9,2023,17,31.23,3.76,27.44,14.72,0.0
6430,2023-09-25T22:00:00Z,9,2023,18,4.43,0.00,4.64,14.20,0.5
6431,2023-09-25T23:00:00Z,9,2023,19,0.00,0.00,0.00,14.00,0.0
6432,2023-09-26T00:00:00Z,9,2023,20,0.00,0.00,0.00,14.00,0.0
6433,2023-09-26T01:00:00Z,9,2023,21,0.00,0.00,0.00,13.98,0.0
6434,2023-09-26T02:00:00Z,9,2023,22,0.00,0.00,0.00,13.91,0.0
6435,2023-09-26T03:00:00Z,9,2023,23,0.00,0.00,0.00,13.83,0.0
6436,2023-09-26T04:00:00Z,9,2023,0,0.00,0.00,0.00,13.75,0.0
6437,2023-09-26T05:00:00Z,9,2023,1,0.00,0.00,0.00,13.63,0.0
6438,2023-09-26T06:00:00Z,9,2023,2,0.00,0.00,0.00,13.45,0.0
6439,2023-09-26T07:00:00Z,9,2023,3,0.00,0.00,0.00,13.34,0.0
6440,2023-09-26T08:00:00Z,9,2023,4,0.00,0.00,0.00,13.18,0.0
6441,2023-09-26T09:00:00Z,9,2023,5,0.00,0.00,0.00,12.99,0.0
6442,2023-09-26T10:00:00Z,9,2023,6,0.00,0.00,0.00,12.80,0.0
6443,2023-09-26T11:00:00Z,9,2023,7,46.83,25.06,40.50,12.81,0.0
6444,2023-09-26T12:00:00Z,9,2023,8,136.30,64.62,104.92,13.31,0.0
6445,2023-09-26T13:00:00Z,9,2023,9,238.62,90.79,180.43,14.23,0.0
6446,2023-09-26T14:00:00Z,9,2023,10,340.48,204.91,218.27,15.32,0.0
6447,2023-09-26T15:00:00Z,9,2023,11,484.88,307.65,267.98,16.10,0.0
6448,2023-09-26T16:00:00Z,9,2023,12,532.12,315.55,284.03,16.61,0.0
6449,2023-09-26T17:00:00Z,9,2023,13,600.40,472.06,264.60,16.88,0.0
6450,2023-09-26T18:00:00Z,9,2023,14,536.58,555.30,196.00,16.81,0.0
6451,2023-09-26T19:00:00Z,9,2023,15,474.50,585.19,174.89,16.26,0.0
6452,2023-09-26T20:00:00Z,9,2023,16,300.17,512.65,115.48,15.32,0.0
6453,2023-09-26T21:00:00Z,9,2023,17,129.32,323.56,71.80,13.98,0.0
6454,2023-09-26T22:00:00Z,9,2023,18,10.77,22.02,13.79,12.03,0.0
6455,2023-09-26T23:00:00Z,9,2023,19,0.00,0.00,0.00,10.99,0.0
6456,2023-09-27T00:00:00Z,9,2023,20,0.00,0.00,0.00,10.76,0.0
6457,2023-09-27T01:00:00Z,9,2023,21,0.00,0.00,0.00,10.76,0.0
6458,2023-09-27T02:00:00Z,9,2023,22,0.00,0.00,0.00,10.83,0.0
6459,2023-09-27T03:00:00Z,9,2023,23,0.00,0.00,0.00,10.79,0.0
6460,2023-09-27T04:00:00Z,9,2023,0,0.00,0.00,0.00,10.41,0.0
6461,2023-09-27T05:00:00Z,9,2023,1,0.00,0.00,0.00,9.80,0.0
6462,2023-09-27T06:00:00Z,9,2023,2,0.00,0.00,0.00,9.38,0.0
6463,2023-09-27T07:00:00Z,9,2023,3,0.00,0.00,0.00,9.47,0.0
6464,2023-09-27T08:00:00Z,9,2023,4,0.00,0.00,0.00,9.52,0.0
6465,2023-09-27T09:00:00Z,9,2023,5,0.00,0.00,0.00,9.38,0.0
6466,2023-09-27T10:00:00Z,9,2023,6,0.00,0.00,0.00,9.10,0.0
6467,2023-09-27T11:00:00Z,9,2023,7,84.95,121.83,62.40,10.21,0.0
6468,2023-09-27T12:00:00Z,9,2023,8,225.30,273.68,137.55,12.28,0.0
6469,2023-09-27T13:00:00Z,9,2023,9,381.60,424.46,181.89,14.57,0.0
6470,2023-09-27T14:00:00Z,9,2023,10,523.38,504.85,204.82,16.37,0.0
6471,2023-09-27T15:00:00Z,9,2023,11,648.10,648.65,183.29,17.51,0.0
6472,2023-09-27T16:00:00Z,9,2023,12,672.00,598.85,247.37,18.23,0.0
6473,2023-09-27T17:00:00Z,9,2023,13,679.70,751.97,150.51,18.66,0.0
6474,2023-09-27T18:00:00Z,9,2023,14,597.88,710.40,143.84,18.74,0.0
6475,2023-09-27T19:00:00Z,9,2023,15,459.83,604.41,141.46,18.40,0.0
6476,2023-09-27T20:00:00Z,9,2023,16,288.70,449.95,119.24,17.60,0.0
6477,2023-09-27T21:00:00Z,9,2023,17,115.95,228.53,72.88,16.10,0.0
6478,2023-09-27T22:00:00Z,9,2023,18,8.55,7.05,11.44,13.23,0.0
